# k pk_pkd pk_ref pk_pkd-SN pk_ref-SN
3.172168e-01 4.607270e+03 4.520395e+03 2.004141e+03 1.934191e+03
3.235188e-01 4.460295e+03 4.399248e+03 1.857165e+03 1.813043e+03
3.298168e-01 4.419400e+03 4.361387e+03 1.816271e+03 1.775182e+03
3.361176e-01 4.372285e+03 4.312338e+03 1.769155e+03 1.726134e+03
3.423700e-01 4.298455e+03 4.261488e+03 1.695326e+03 1.675284e+03
3.486478e-01 4.194222e+03 4.153671e+03 1.591093e+03 1.567466e+03
3.549412e-01 4.205680e+03 4.150158e+03 1.602551e+03 1.563953e+03
3.611917e-01 4.173716e+03 4.119271e+03 1.570586e+03 1.533067e+03
3.674767e-01 4.061950e+03 4.015428e+03 1.458820e+03 1.429223e+03
3.737648e-01 4.041983e+03 3.985396e+03 1.438853e+03 1.399191e+03
3.800654e-01 3.976552e+03 3.900474e+03 1.373423e+03 1.314269e+03
3.863540e-01 3.967811e+03 3.914578e+03 1.364681e+03 1.328373e+03
3.926140e-01 3.859669e+03 3.803153e+03 1.256540e+03 1.216948e+03
3.989265e-01 3.860221e+03 3.799789e+03 1.257091e+03 1.213585e+03
4.052073e-01 3.836048e+03 3.757974e+03 1.232918e+03 1.171769e+03
4.114916e-01 3.752059e+03 3.728278e+03 1.148930e+03 1.142074e+03
4.177814e-01 3.770171e+03 3.705918e+03 1.167041e+03 1.119714e+03
4.240401e-01 3.706091e+03 3.658332e+03 1.102961e+03 1.072128e+03
4.303426e-01 3.692800e+03 3.641748e+03 1.089670e+03 1.055543e+03
4.366359e-01 3.704577e+03 3.646119e+03 1.101447e+03 1.059915e+03
4.428996e-01 3.656369e+03 3.598561e+03 1.053239e+03 1.012357e+03
4.491634e-01 3.636179e+03 3.584020e+03 1.033050e+03 9.978153e+02
4.554414e-01 3.597451e+03 3.550829e+03 9.943213e+02 9.646242e+02
4.617634e-01 3.563779e+03 3.509098e+03 9.606500e+02 9.228936e+02
4.680644e-01 3.533096e+03 3.496389e+03 9.299664e+02 9.101839e+02
4.743485e-01 3.492357e+03 3.442337e+03 8.892271e+02 8.561325e+02
4.806356e-01 3.452059e+03 3.414354e+03 8.489291e+02 8.281490e+02
4.869019e-01 3.454937e+03 3.411032e+03 8.518072e+02 8.248278e+02
4.931697e-01 3.414776e+03 3.380219e+03 8.116466e+02 7.940147e+02
4.994507e-01 3.412737e+03 3.372025e+03 8.096074e+02 7.858202e+02
5.057159e-01 3.394363e+03 3.342666e+03 7.912334e+02 7.564612e+02
5.119924e-01 3.342444e+03 3.290058e+03 7.393149e+02 7.038532e+02
5.183126e-01 3.358151e+03 3.321697e+03 7.550216e+02 7.354927e+02
5.246090e-01 3.303956e+03 3.272025e+03 7.008263e+02 6.858203e+02
5.308757e-01 3.346097e+03 3.306879e+03 7.429671e+02 7.206743e+02
5.371574e-01 3.300916e+03 3.269458e+03 6.977868e+02 6.832537e+02
5.434580e-01 3.283977e+03 3.236804e+03 6.808479e+02 6.505998e+02
5.497431e-01 3.236202e+03 3.203794e+03 6.330724e+02 6.175891e+02
5.559937e-01 3.246498e+03 3.206947e+03 6.433683e+02 6.207425e+02
5.622855e-01 3.207521e+03 3.168338e+03 6.043915e+02 5.821330e+02
5.686012e-01 3.213292e+03 3.158880e+03 6.101621e+02 5.726754e+02
5.748805e-01 3.199709e+03 3.164275e+03 5.965794e+02 5.780700e+02
5.811550e-01 3.178456e+03 3.136129e+03 5.753269e+02 5.499240e+02
5.874394e-01 3.129610e+03 3.089063e+03 5.264804e+02 5.028587e+02
5.937176e-01 3.135770e+03 3.102458e+03 5.326403e+02 5.162535e+02
5.999972e-01 3.126652e+03 3.092432e+03 5.235230e+02 5.062275e+02
6.062679e-01 3.120417e+03 3.080823e+03 5.172873e+02 4.946183e+02
6.125470e-01 3.115568e+03 3.063554e+03 5.124389e+02 4.773491e+02
6.188478e-01 3.076961e+03 3.044524e+03 4.738312e+02 4.583195e+02
6.251311e-01 3.076402e+03 3.046985e+03 4.732721e+02 4.607803e+02
6.314027e-01 3.079324e+03 3.045493e+03 4.761946e+02 4.592888e+02
6.377004e-01 3.061986e+03 3.035382e+03 4.588561e+02 4.491771e+02
6.439858e-01 3.060144e+03 3.022717e+03 4.570149e+02 4.365124e+02
6.502685e-01 3.015819e+03 2.970146e+03 4.126896e+02 3.839417e+02
6.565586e-01 3.008601e+03 2.979789e+03 4.054714e+02 3.935845e+02
6.628369e-01 3.035498e+03 2.987936e+03 4.323690e+02 4.017315e+02
6.691185e-01 2.991637e+03 2.952366e+03 3.885073e+02 3.661611e+02
6.754070e-01 2.987754e+03 2.958181e+03 3.846246e+02 3.719766e+02
6.816836e-01 2.973179e+03 2.926028e+03 3.700497e+02 3.398231e+02
6.879593e-01 2.968680e+03 2.931518e+03 3.655506e+02 3.453138e+02
6.942344e-01 2.975491e+03 2.934769e+03 3.723612e+02 3.485642e+02
7.005175e-01 2.953811e+03 2.929144e+03 3.506811e+02 3.429396e+02
7.068125e-01 2.951252e+03 2.915724e+03 3.481222e+02 3.295197e+02
7.131019e-01 2.944258e+03 2.914097e+03 3.411285e+02 3.278924e+02
7.193918e-01 2.923239e+03 2.895060e+03 3.201100e+02 3.088558e+02
7.256834e-01 2.924091e+03 2.883092e+03 3.209620e+02 2.968875e+02
7.319653e-01 2.921697e+03 2.881613e+03 3.185674e+02 2.954083e+02
7.382508e-01 2.895919e+03 2.858531e+03 2.927899e+02 2.723267e+02
7.445266e-01 2.889657e+03 2.850551e+03 2.865272e+02 2.643459e+02
7.507871e-01 2.881842e+03 2.860618e+03 2.787121e+02 2.744130e+02
7.570758e-01 2.892900e+03 2.864815e+03 2.897706e+02 2.786099e+02
7.633641e-01 2.861802e+03 2.824139e+03 2.586722e+02 2.379345e+02
7.696463e-01 2.871502e+03 2.839371e+03 2.683728e+02 2.531664e+02
7.759395e-01 2.861419e+03 2.836594e+03 2.582893e+02 2.503891e+02
7.822329e-01 2.873605e+03 2.836257e+03 2.704751e+02 2.500520e+02
7.885315e-01 2.861800e+03 2.835781e+03 2.586701e+02 2.495764e+02
7.947897e-01 2.850585e+03 2.815617e+03 2.474551e+02 2.294128e+02
8.010491e-01 2.851704e+03 2.814894e+03 2.485747e+02 2.286890e+02
8.073364e-01 2.819775e+03 2.784736e+03 2.166455e+02 1.985315e+02
8.136229e-01 2.819268e+03 2.795015e+03 2.161387e+02 2.088102e+02
8.199153e-01 2.819878e+03 2.785988e+03 2.167483e+02 1.997838e+02
8.261953e-01 2.811996e+03 2.776962e+03 2.088662e+02 1.907572e+02
8.324897e-01 2.819006e+03 2.791043e+03 2.158764e+02 2.048386e+02
8.387959e-01 2.819986e+03 2.787531e+03 2.168560e+02 2.013265e+02
8.450635e-01 2.807997e+03 2.777102e+03 2.048676e+02 1.908978e+02
8.513283e-01 2.798973e+03 2.763394e+03 1.958433e+02 1.771896e+02
8.576198e-01 2.797574e+03 2.770195e+03 1.944447e+02 1.839908e+02
8.639058e-01 2.792814e+03 2.754191e+03 1.896847e+02 1.679863e+02
8.701839e-01 2.796885e+03 2.762798e+03 1.937558e+02 1.765937e+02
8.764641e-01 2.786079e+03 2.753012e+03 1.829495e+02 1.668070e+02
8.827504e-01 2.776070e+03 2.747595e+03 1.729400e+02 1.613899e+02
8.890333e-01 2.785067e+03 2.748825e+03 1.819372e+02 1.626207e+02
8.953084e-01 2.767246e+03 2.736122e+03 1.641164e+02 1.499176e+02
9.015957e-01 2.770536e+03 2.740640e+03 1.674066e+02 1.544350e+02
9.078833e-01 2.775077e+03 2.740395e+03 1.719472e+02 1.541900e+02
9.141744e-01 2.768408e+03 2.733795e+03 1.652786e+02 1.475907e+02
9.204631e-01 2.763268e+03 2.737466e+03 1.601388e+02 1.512611e+02
9.267434e-01 2.773483e+03 2.736339e+03 1.703533e+02 1.501345e+02
9.330324e-01 2.755476e+03 2.718586e+03 1.523466e+02 1.323813e+02
9.393266e-01 2.752509e+03 2.720400e+03 1.493791e+02 1.341949e+02
9.455975e-01 2.752234e+03 2.712960e+03 1.491041e+02 1.267558e+02
9.518660e-01 2.745256e+03 2.711562e+03 1.421265e+02 1.253578e+02
9.581413e-01 2.746596e+03 2.722698e+03 1.434663e+02 1.364931e+02
9.644351e-01 2.725984e+03 2.703076e+03 1.228540e+02 1.168710e+02
9.707356e-01 2.751039e+03 2.718713e+03 1.479098e+02 1.325085e+02
9.770081e-01 2.729733e+03 2.697657e+03 1.266035e+02 1.114519e+02
9.832823e-01 2.724815e+03 2.696318e+03 1.216856e+02 1.101136e+02
9.895570e-01 2.737899e+03 2.708623e+03 1.347693e+02 1.224179e+02
9.958456e-01 2.739083e+03 2.711868e+03 1.359540e+02 1.256637e+02
1.002136e+00 2.740412e+03 2.707384e+03 1.372825e+02 1.211796e+02
1.008405e+00 2.741679e+03 2.714806e+03 1.385497e+02 1.286013e+02
1.014694e+00 2.730221e+03 2.707406e+03 1.270916e+02 1.212011e+02
1.020993e+00 2.729936e+03 2.704761e+03 1.268063e+02 1.185560e+02
1.027274e+00 2.727881e+03 2.704752e+03 1.247516e+02 1.185474e+02
1.033559e+00 2.723606e+03 2.702262e+03 1.204768e+02 1.160575e+02
1.039848e+00 2.721811e+03 2.699703e+03 1.186820e+02 1.134988e+02
1.046127e+00 2.730568e+03 2.701343e+03 1.274383e+02 1.151385e+02
1.052403e+00 2.722496e+03 2.701465e+03 1.193661e+02 1.152603e+02
1.058681e+00 2.732979e+03 2.712234e+03 1.298499e+02 1.260290e+02
1.064964e+00 2.734476e+03 2.708584e+03 1.313464e+02 1.223796e+02
1.071257e+00 2.728642e+03 2.690761e+03 1.255124e+02 1.045563e+02
1.077544e+00 2.720897e+03 2.691140e+03 1.177680e+02 1.049352e+02
1.083825e+00 2.728919e+03 2.693475e+03 1.257894e+02 1.072704e+02
1.090108e+00 2.726608e+03 2.703692e+03 1.234784e+02 1.174869e+02
1.096390e+00 2.727361e+03 2.709867e+03 1.242316e+02 1.236625e+02
1.102681e+00 2.724690e+03 2.700175e+03 1.215602e+02 1.139708e+02
1.108963e+00 2.726853e+03 2.696712e+03 1.237235e+02 1.105069e+02
1.115225e+00 2.734870e+03 2.705986e+03 1.317403e+02 1.197817e+02
1.121502e+00 2.740504e+03 2.716464e+03 1.373745e+02 1.302597e+02
1.127793e+00 2.726615e+03 2.707598e+03 1.234854e+02 1.213937e+02
1.134090e+00 2.733511e+03 2.712666e+03 1.303813e+02 1.264608e+02
1.140364e+00 2.739736e+03 2.707941e+03 1.366063e+02 1.217368e+02
1.146639e+00 2.735459e+03 2.716795e+03 1.323293e+02 1.305902e+02
1.152942e+00 2.740177e+03 2.717996e+03 1.370472e+02 1.317914e+02
1.159229e+00 2.742645e+03 2.713832e+03 1.395151e+02 1.276276e+02
1.165509e+00 2.745001e+03 2.723453e+03 1.418713e+02 1.372488e+02
1.171793e+00 2.753903e+03 2.723432e+03 1.507732e+02 1.372269e+02
1.178087e+00 2.752166e+03 2.721106e+03 1.490363e+02 1.349016e+02
1.184368e+00 2.745102e+03 2.720812e+03 1.419723e+02 1.346077e+02
1.190635e+00 2.754799e+03 2.729381e+03 1.516694e+02 1.431765e+02
1.196912e+00 2.758070e+03 2.734240e+03 1.549404e+02 1.480354e+02
1.203202e+00 2.757661e+03 2.727326e+03 1.545315e+02 1.411214e+02
1.209487e+00 2.762932e+03 2.738887e+03 1.598022e+02 1.526820e+02
1.215764e+00 2.769067e+03 2.743786e+03 1.659379e+02 1.575810e+02
1.222050e+00 2.772572e+03 2.749347e+03 1.694422e+02 1.631422e+02
1.228341e+00 2.786885e+03 2.754635e+03 1.837560e+02 1.684301e+02
1.234633e+00 2.778229e+03 2.757214e+03 1.750997e+02 1.710093e+02
1.240902e+00 2.798032e+03 2.778040e+03 1.949026e+02 1.918355e+02
1.247175e+00 2.782451e+03 2.762440e+03 1.793219e+02 1.762352e+02
1.253465e+00 2.801183e+03 2.769483e+03 1.980536e+02 1.832788e+02
1.259750e+00 2.790404e+03 2.764712e+03 1.872743e+02 1.785078e+02
1.266032e+00 2.801042e+03 2.776752e+03 1.979123e+02 1.905472e+02
1.272316e+00 2.810100e+03 2.785688e+03 2.069706e+02 1.994837e+02
1.278604e+00 2.814905e+03 2.790060e+03 2.117755e+02 2.038549e+02
1.284887e+00 2.829437e+03 2.805117e+03 2.263071e+02 2.189125e+02
1.291175e+00 2.828184e+03 2.803327e+03 2.250545e+02 2.171222e+02
1.297466e+00 2.836124e+03 2.815267e+03 2.329941e+02 2.290625e+02
1.303742e+00 2.838042e+03 2.815315e+03 2.349126e+02 2.291102e+02
1.310017e+00 2.839972e+03 2.805562e+03 2.368429e+02 2.193574e+02
1.316301e+00 2.849433e+03 2.826054e+03 2.463040e+02 2.398498e+02
1.322587e+00 2.849441e+03 2.826149e+03 2.463111e+02 2.399446e+02
1.328865e+00 2.867350e+03 2.838323e+03 2.642202e+02 2.521180e+02
1.335145e+00 2.873750e+03 2.846518e+03 2.706202e+02 2.603136e+02
1.341441e+00 2.879815e+03 2.855048e+03 2.766853e+02 2.688434e+02
1.347731e+00 2.890697e+03 2.864605e+03 2.875675e+02 2.783999e+02
1.354002e+00 2.902228e+03 2.884998e+03 2.990983e+02 2.987933e+02
1.360283e+00 2.899387e+03 2.874792e+03 2.962576e+02 2.885868e+02
1.366566e+00 2.914852e+03 2.889899e+03 3.117228e+02 3.036944e+02
1.372851e+00 2.926454e+03 2.904826e+03 3.233247e+02 3.186211e+02
1.379135e+00 2.931289e+03 2.902993e+03 3.281594e+02 3.167880e+02
1.385410e+00 2.946376e+03 2.923906e+03 3.432464e+02 3.377018e+02
1.391699e+00 2.952149e+03 2.923053e+03 3.490197e+02 3.368484e+02
1.397984e+00 2.963986e+03 2.948744e+03 3.608570e+02 3.625391e+02
1.404268e+00 2.975543e+03 2.952977e+03 3.724136e+02 3.667722e+02
1.410555e+00 2.977271e+03 2.949249e+03 3.741414e+02 3.630444e+02
1.416838e+00 2.996490e+03 2.972849e+03 3.933607e+02 3.866444e+02
1.423118e+00 3.003304e+03 2.988729e+03 4.001747e+02 4.025240e+02
1.429398e+00 3.009981e+03 2.985823e+03 4.068518e+02 3.996181e+02
1.435687e+00 3.028912e+03 2.998891e+03 4.257824e+02 4.126860e+02
1.441977e+00 3.034172e+03 3.004868e+03 4.310427e+02 4.186632e+02
1.448254e+00 3.059041e+03 3.039386e+03 4.559113e+02 4.531810e+02
1.454532e+00 3.069555e+03 3.047938e+03 4.664255e+02 4.617338e+02
1.460819e+00 3.085886e+03 3.065139e+03 4.827566e+02 4.789345e+02
1.467110e+00 3.095282e+03 3.064053e+03 4.921521e+02 4.778487e+02
1.473393e+00 3.117526e+03 3.090374e+03 5.143963e+02 5.041694e+02
1.479670e+00 3.130500e+03 3.101695e+03 5.273707e+02 5.154900e+02
1.485956e+00 3.144033e+03 3.114403e+03 5.409033e+02 5.281982e+02
1.492234e+00 3.156823e+03 3.135897e+03 5.536931e+02 5.496926e+02
1.498502e+00 3.174101e+03 3.145096e+03 5.709718e+02 5.588917e+02
1.504786e+00 3.193082e+03 3.171860e+03 5.899525e+02 5.856558e+02
1.511076e+00 3.206722e+03 3.183663e+03 6.035922e+02 5.974588e+02
1.517362e+00 3.233357e+03 3.201720e+03 6.302270e+02 6.155157e+02
1.523649e+00 3.247961e+03 3.221867e+03 6.448314e+02 6.356622e+02
1.529938e+00 3.267361e+03 3.245449e+03 6.642316e+02 6.592441e+02
1.536230e+00 3.283605e+03 3.258258e+03 6.804757e+02 6.720529e+02
1.542511e+00 3.310066e+03 3.286854e+03 7.069369e+02 7.006491e+02
1.548784e+00 3.323848e+03 3.298088e+03 7.207184e+02 7.118831e+02
1.555073e+00 3.355614e+03 3.322747e+03 7.524850e+02 7.365423e+02
1.561357e+00 3.364680e+03 3.332676e+03 7.615510e+02 7.464710e+02
1.567629e+00 3.390464e+03 3.365802e+03 7.873343e+02 7.795971e+02
1.573914e+00 3.420551e+03 3.388120e+03 8.174212e+02 8.019149e+02
1.580204e+00 3.436897e+03 3.406390e+03 8.337680e+02 8.201856e+02
1.586485e+00 3.465701e+03 3.441936e+03 8.625714e+02 8.557316e+02
1.592760e+00 3.485709e+03 3.458685e+03 8.825798e+02 8.724803e+02
1.599046e+00 3.526790e+03 3.503095e+03 9.236607e+02 9.168905e+02
1.605342e+00 3.546630e+03 3.513575e+03 9.435005e+02 9.273707e+02
1.611620e+00 3.557798e+03 3.523873e+03 9.546686e+02 9.376688e+02
1.617897e+00 3.561965e+03 3.536025e+03 9.588351e+02 9.498199e+02
1.624183e+00 3.560991e+03 3.542332e+03 9.578620e+02 9.561270e+02
1.630464e+00 3.582722e+03 3.555774e+03 9.795924e+02 9.695693e+02
1.636748e+00 3.594326e+03 3.565884e+03 9.911963e+02 9.796794e+02
1.643030e+00 3.596719e+03 3.571673e+03 9.935892e+02 9.854684e+02
1.649308e+00 3.611700e+03 3.582212e+03 1.008570e+03 9.960075e+02
1.655592e+00 3.617622e+03 3.589426e+03 1.014492e+03 1.003222e+03
1.661878e+00 3.614980e+03 3.601077e+03 1.011850e+03 1.014872e+03
1.668168e+00 3.623555e+03 3.595670e+03 1.020426e+03 1.009466e+03
1.674450e+00 3.641644e+03 3.619095e+03 1.038514e+03 1.032891e+03
1.680721e+00 3.655074e+03 3.625834e+03 1.051945e+03 1.039630e+03
1.687012e+00 3.648669e+03 3.619719e+03 1.045540e+03 1.033514e+03
1.693307e+00 3.672544e+03 3.642667e+03 1.069415e+03 1.056463e+03
1.699581e+00 3.688622e+03 3.659885e+03 1.085493e+03 1.073680e+03
1.705862e+00 3.687991e+03 3.666531e+03 1.084862e+03 1.080326e+03
1.712152e+00 3.700493e+03 3.672732e+03 1.097363e+03 1.086527e+03
1.718435e+00 3.699546e+03 3.671239e+03 1.096416e+03 1.085034e+03
1.724718e+00 3.724372e+03 3.698071e+03 1.121243e+03 1.111866e+03
1.730995e+00 3.732009e+03 3.704447e+03 1.128879e+03 1.118243e+03
1.737286e+00 3.747468e+03 3.712194e+03 1.144339e+03 1.125990e+03
1.743566e+00 3.766267e+03 3.729828e+03 1.163138e+03 1.143624e+03
1.749836e+00 3.767522e+03 3.737730e+03 1.164392e+03 1.151525e+03
1.756123e+00 3.789973e+03 3.756900e+03 1.186843e+03 1.170695e+03
1.762411e+00 3.790244e+03 3.761585e+03 1.187114e+03 1.175380e+03
1.768694e+00 3.808880e+03 3.782957e+03 1.205750e+03 1.196753e+03
1.774977e+00 3.834832e+03 3.802707e+03 1.231703e+03 1.216502e+03
1.781264e+00 3.844359e+03 3.815959e+03 1.241229e+03 1.229754e+03
1.787546e+00 3.868466e+03 3.826827e+03 1.265336e+03 1.240623e+03
1.793827e+00 3.869439e+03 3.846103e+03 1.266309e+03 1.259898e+03
1.800108e+00 3.874490e+03 3.842637e+03 1.271361e+03 1.256433e+03
1.806391e+00 3.897345e+03 3.874793e+03 1.294216e+03 1.288588e+03
1.812675e+00 3.920819e+03 3.894667e+03 1.317690e+03 1.308463e+03
1.818954e+00 3.932069e+03 3.902997e+03 1.328939e+03 1.316792e+03
1.825239e+00 3.944047e+03 3.917975e+03 1.340917e+03 1.331770e+03
1.831524e+00 3.965621e+03 3.932768e+03 1.362491e+03 1.346564e+03
1.837810e+00 3.983471e+03 3.947613e+03 1.380341e+03 1.361409e+03
1.844096e+00 4.004991e+03 3.975296e+03 1.401862e+03 1.389092e+03
1.850377e+00 4.018973e+03 3.984190e+03 1.415843e+03 1.397985e+03
1.856661e+00 4.037807e+03 4.002746e+03 1.434678e+03 1.416541e+03
1.862944e+00 4.059622e+03 4.025617e+03 1.456492e+03 1.439412e+03
1.869222e+00 4.088009e+03 4.057547e+03 1.484879e+03 1.471343e+03
1.875508e+00 4.093773e+03 4.065111e+03 1.490644e+03 1.478906e+03
1.881795e+00 4.100311e+03 4.077385e+03 1.497181e+03 1.491181e+03
1.888078e+00 4.139082e+03 4.108048e+03 1.535952e+03 1.521843e+03
1.894352e+00 4.156078e+03 4.130641e+03 1.552948e+03 1.544437e+03
1.900638e+00 4.183579e+03 4.148157e+03 1.580449e+03 1.561952e+03
1.906928e+00 4.201990e+03 4.167185e+03 1.598861e+03 1.580980e+03
1.913202e+00 4.222791e+03 4.190724e+03 1.619661e+03 1.604519e+03
1.919482e+00 4.252255e+03 4.216193e+03 1.649126e+03 1.629989e+03
1.925770e+00 4.264155e+03 4.231897e+03 1.661025e+03 1.645692e+03
1.932065e+00 4.297002e+03 4.268539e+03 1.693872e+03 1.682335e+03
1.938341e+00 4.323529e+03 4.285730e+03 1.720400e+03 1.699526e+03
1.944608e+00 4.338461e+03 4.308939e+03 1.735332e+03 1.722734e+03
1.950897e+00 4.374402e+03 4.337091e+03 1.771273e+03 1.750887e+03
1.957188e+00 4.411911e+03 4.380799e+03 1.808782e+03 1.794594e+03
1.963475e+00 4.417747e+03 4.398086e+03 1.814618e+03 1.811881e+03
1.969755e+00 4.451980e+03 4.425633e+03 1.848850e+03 1.839429e+03
1.976041e+00 4.484532e+03 4.449905e+03 1.881403e+03 1.863700e+03
1.982333e+00 4.513325e+03 4.486877e+03 1.910195e+03 1.900672e+03
1.988612e+00 4.552940e+03 4.518855e+03 1.949811e+03 1.932650e+03
1.994888e+00 4.573130e+03 4.534631e+03 1.970001e+03 1.948426e+03
2.001173e+00 4.609518e+03 4.566887e+03 2.006388e+03 1.980682e+03
2.007453e+00 4.639658e+03 4.599755e+03 2.036528e+03 2.013551e+03
2.013727e+00 4.672750e+03 4.634476e+03 2.069621e+03 2.048271e+03
2.020011e+00 4.702043e+03 4.666973e+03 2.098914e+03 2.080768e+03
2.026304e+00 4.740263e+03 4.720446e+03 2.137134e+03 2.134241e+03
2.032587e+00 4.765131e+03 4.717612e+03 2.162001e+03 2.131408e+03
2.038861e+00 4.817190e+03 4.783058e+03 2.214061e+03 2.196853e+03
2.045145e+00 4.820754e+03 4.781250e+03 2.217625e+03 2.195046e+03
2.051437e+00 4.888020e+03 4.829759e+03 2.284891e+03 2.243555e+03
2.057724e+00 4.924960e+03 4.882280e+03 2.321831e+03 2.296075e+03
2.064004e+00 4.974294e+03 4.952586e+03 2.371165e+03 2.366381e+03
2.070293e+00 5.000706e+03 4.970691e+03 2.397576e+03 2.384487e+03
2.076585e+00 5.044770e+03 4.997310e+03 2.441640e+03 2.411106e+03
2.082854e+00 5.105198e+03 5.057100e+03 2.502068e+03 2.470895e+03
2.089123e+00 5.136168e+03 5.106529e+03 2.533039e+03 2.520325e+03
2.095417e+00 5.166164e+03 5.131632e+03 2.563035e+03 2.545428e+03
2.101703e+00 5.224268e+03 5.169494e+03 2.621139e+03 2.583289e+03
2.107973e+00 5.248426e+03 5.236532e+03 2.645296e+03 2.650327e+03
2.114256e+00 5.297785e+03 5.281671e+03 2.694655e+03 2.695466e+03
2.120538e+00 5.360207e+03 5.329009e+03 2.757078e+03 2.742804e+03
2.126821e+00 5.389465e+03 5.367153e+03 2.786336e+03 2.780948e+03
2.133107e+00 5.460074e+03 5.401775e+03 2.856945e+03 2.815570e+03
2.139400e+00 5.472995e+03 5.452434e+03 2.869866e+03 2.866229e+03
2.145689e+00 5.543887e+03 5.521744e+03 2.940757e+03 2.935539e+03
2.151958e+00 5.604785e+03 5.571294e+03 3.001655e+03 2.985089e+03
2.158240e+00 5.643400e+03 5.611338e+03 3.040270e+03 3.025134e+03
2.164530e+00 5.700407e+03 5.651220e+03 3.097278e+03 3.065015e+03
2.170817e+00 5.748673e+03 5.708185e+03 3.145544e+03 3.121980e+03
2.177099e+00 5.801118e+03 5.753347e+03 3.197988e+03 3.167142e+03
2.183377e+00 5.814796e+03 5.764555e+03 3.211667e+03 3.178350e+03
2.189655e+00 5.912303e+03 5.887603e+03 3.309173e+03 3.301398e+03
