# k pk_pkd pk_ref pk_pkd-SN pk_ref-SN
2.183377e+00 5.522319e+03 5.472954e+03 3.047041e+03 3.013897e+03
2.189655e+00 5.609508e+03 5.588416e+03 3.134230e+03 3.129359e+03
2.195938e+00 5.643920e+03 5.608566e+03 3.168642e+03 3.149509e+03
2.202217e+00 5.724567e+03 5.678811e+03 3.249289e+03 3.219754e+03
2.208499e+00 5.742258e+03 5.695713e+03 3.266980e+03 3.236656e+03
2.214794e+00 5.811412e+03 5.767932e+03 3.336134e+03 3.308875e+03
2.221076e+00 5.844762e+03 5.809387e+03 3.369484e+03 3.350330e+03
2.227338e+00 5.838819e+03 5.812306e+03 3.363541e+03 3.353249e+03
2.233628e+00 5.927690e+03 5.899843e+03 3.452412e+03 3.440787e+03
2.239929e+00 5.971623e+03 5.933652e+03 3.496345e+03 3.474596e+03
2.246201e+00 6.042353e+03 5.996395e+03 3.567075e+03 3.537338e+03
2.252481e+00 6.005309e+03 5.941859e+03 3.530031e+03 3.482803e+03
2.258760e+00 6.011807e+03 5.977179e+03 3.536529e+03 3.518123e+03
2.265038e+00 6.033477e+03 6.031298e+03 3.558199e+03 3.572241e+03
2.271304e+00 6.058838e+03 6.040556e+03 3.583560e+03 3.581500e+03
2.277590e+00 6.037105e+03 6.023336e+03 3.561827e+03 3.564280e+03
2.283898e+00 6.064467e+03 6.054114e+03 3.589188e+03 3.595058e+03
2.290170e+00 6.149074e+03 6.125633e+03 3.673796e+03 3.666576e+03
2.296454e+00 6.184675e+03 6.140915e+03 3.709397e+03 3.681859e+03
2.302754e+00 6.204736e+03 6.138383e+03 3.729458e+03 3.679326e+03
2.309033e+00 6.191187e+03 6.194530e+03 3.715909e+03 3.735473e+03
2.315307e+00 6.238478e+03 6.207449e+03 3.763200e+03 3.748392e+03
2.321585e+00 6.331132e+03 6.282798e+03 3.855854e+03 3.823741e+03
2.327876e+00 6.345749e+03 6.294043e+03 3.870471e+03 3.834986e+03
2.334155e+00 6.398546e+03 6.371747e+03 3.923268e+03 3.912690e+03
2.340419e+00 6.468041e+03 6.482028e+03 3.992763e+03 4.022971e+03
2.346707e+00 6.488763e+03 6.469460e+03 4.013484e+03 4.010404e+03
2.353003e+00 6.537705e+03 6.505050e+03 4.062426e+03 4.045993e+03
2.359290e+00 6.532490e+03 6.514547e+03 4.057212e+03 4.055490e+03
2.365554e+00 6.618288e+03 6.578393e+03 4.143009e+03 4.119337e+03
2.371826e+00 6.700204e+03 6.667530e+03 4.224926e+03 4.208473e+03
2.378141e+00 6.709798e+03 6.728490e+03 4.234520e+03 4.269433e+03
2.384428e+00 6.785734e+03 6.744341e+03 4.310456e+03 4.285285e+03
2.390693e+00 6.832060e+03 6.823318e+03 4.356782e+03 4.364261e+03
2.396988e+00 6.890717e+03 6.911683e+03 4.415439e+03 4.452627e+03
2.403304e+00 6.982962e+03 6.978354e+03 4.507684e+03 4.519297e+03
2.409573e+00 7.120558e+03 7.048946e+03 4.645280e+03 4.589889e+03
2.415831e+00 7.065402e+03 7.024017e+03 4.590124e+03 4.564960e+03
2.422144e+00 7.243601e+03 7.143288e+03 4.768323e+03 4.684231e+03
2.428430e+00 7.299067e+03 7.257792e+03 4.823788e+03 4.798736e+03
2.434678e+00 7.377409e+03 7.373942e+03 4.902131e+03 4.914885e+03
2.440970e+00 7.437586e+03 7.431244e+03 4.962308e+03 4.972188e+03
2.447299e+00 7.492602e+03 7.506552e+03 5.017324e+03 5.047495e+03
2.453569e+00 7.602910e+03 7.586012e+03 5.127632e+03 5.126955e+03
2.459800e+00 7.773998e+03 7.692480e+03 5.298720e+03 5.233424e+03
2.466109e+00 7.822655e+03 7.754052e+03 5.347377e+03 5.294996e+03
2.472414e+00 7.836914e+03 7.863389e+03 5.361636e+03 5.404333e+03
2.478664e+00 8.008296e+03 8.026107e+03 5.533017e+03 5.567051e+03
2.484934e+00 8.063161e+03 8.066664e+03 5.587883e+03 5.607608e+03
2.491243e+00 8.205498e+03 8.190807e+03 5.730220e+03 5.731751e+03
2.497555e+00 8.353882e+03 8.312858e+03 5.878604e+03 5.853802e+03
2.503804e+00 8.445617e+03 8.437821e+03 5.970339e+03 5.978764e+03
2.510050e+00 8.551850e+03 8.436628e+03 6.076571e+03 5.977571e+03
2.516388e+00 8.591862e+03 8.643227e+03 6.116584e+03 6.184170e+03
2.522697e+00 8.823766e+03 8.840915e+03 6.348488e+03 6.381859e+03
2.528912e+00 8.889536e+03 8.922321e+03 6.414257e+03 6.463264e+03
2.535195e+00 9.129306e+03 9.035268e+03 6.654028e+03 6.576211e+03
2.541553e+00 9.257643e+03 9.183896e+03 6.782365e+03 6.724839e+03
2.547834e+00 9.394294e+03 9.359400e+03 6.919016e+03 6.900343e+03
2.554028e+00 9.334847e+03 9.337506e+03 6.859569e+03 6.878450e+03
2.560336e+00 9.472365e+03 9.496584e+03 6.997087e+03 7.037527e+03
2.566724e+00 9.743347e+03 9.635112e+03 7.268069e+03 7.176055e+03
2.572948e+00 9.824564e+03 9.827632e+03 7.349286e+03 7.368576e+03
2.579113e+00 1.002064e+04 9.988657e+03 7.545360e+03 7.529600e+03
2.585475e+00 1.015017e+04 1.015468e+04 7.674888e+03 7.695619e+03
2.591850e+00 1.040955e+04 1.034367e+04 7.934268e+03 7.884612e+03
2.598059e+00 1.046987e+04 1.059548e+04 7.994587e+03 8.136423e+03
2.604297e+00 1.074518e+04 1.073417e+04 8.269905e+03 8.275108e+03
2.610674e+00 1.100083e+04 1.113181e+04 8.525556e+03 8.672757e+03
2.616933e+00 1.101362e+04 1.093942e+04 8.538347e+03 8.480364e+03
2.623009e+00 1.147575e+04 1.144659e+04 9.000473e+03 8.987530e+03
2.629398e+00 1.173737e+04 1.168695e+04 9.262095e+03 9.227891e+03
2.635911e+00 1.188905e+04 1.165735e+04 9.413769e+03 9.198293e+03
2.642030e+00 1.199369e+04 1.168718e+04 9.518411e+03 9.228120e+03
2.648040e+00 1.218495e+04 1.212641e+04 9.709672e+03 9.667350e+03
2.654541e+00 1.246492e+04 1.254435e+04 9.989639e+03 1.008530e+04
2.661180e+00 1.268949e+04 1.256047e+04 1.021421e+04 1.010141e+04
2.667195e+00 1.293431e+04 1.275215e+04 1.045903e+04 1.029309e+04
2.673091e+00 1.320543e+04 1.352770e+04 1.073015e+04 1.106864e+04
2.679732e+00 1.327131e+04 1.354554e+04 1.079603e+04 1.108649e+04
2.686467e+00 1.372699e+04 1.378025e+04 1.125171e+04 1.132120e+04
2.692198e+00 1.399389e+04 1.421812e+04 1.151861e+04 1.175906e+04
2.697965e+00 1.436893e+04 1.453411e+04 1.189365e+04 1.207505e+04
2.704892e+00 1.466031e+04 1.481059e+04 1.218503e+04 1.235154e+04
2.711820e+00 1.466996e+04 1.458382e+04 1.219468e+04 1.212476e+04
2.717098e+00 1.597837e+04 1.659388e+04 1.350309e+04 1.413483e+04
2.722786e+00 1.600457e+04 1.586755e+04 1.352929e+04 1.340849e+04
2.729948e+00 1.656959e+04 1.616249e+04 1.409431e+04 1.370343e+04
2.737065e+00 1.647183e+04 1.699068e+04 1.399655e+04 1.453162e+04
2.742488e+00 1.758690e+04 1.900333e+04 1.511162e+04 1.654427e+04
2.747873e+00 1.758895e+04 1.727301e+04 1.511367e+04 1.481395e+04
2.755043e+00 1.707870e+04 1.810687e+04 1.460342e+04 1.564782e+04
2.762199e+00 1.805446e+04 1.853984e+04 1.557919e+04 1.608078e+04
2.767893e+00 2.170397e+04 1.767713e+04 1.922869e+04 1.521807e+04
2.772832e+00 1.851265e+04 1.577978e+04 1.603738e+04 1.332073e+04
2.779656e+00 2.543263e+04 2.096227e+04 2.295735e+04 1.850322e+04
2.785996e+00 2.687207e+03 5.532515e+02 2.119287e+02 -1.905805e+03
