# k pk_pkd pk_ref pk_pkd-SN pk_ref-SN
2.177099e+00 5.801118e+03 5.464107e+03 3.197988e+03 3.005050e+03
2.183377e+00 5.814796e+03 5.472954e+03 3.211667e+03 3.013897e+03
2.189655e+00 5.912303e+03 5.588416e+03 3.309173e+03 3.129359e+03
2.195938e+00 5.946758e+03 5.608566e+03 3.343628e+03 3.149509e+03
2.202217e+00 6.036644e+03 5.678811e+03 3.433515e+03 3.219754e+03
2.208499e+00 6.049354e+03 5.695713e+03 3.446225e+03 3.236656e+03
2.214794e+00 6.112261e+03 5.767932e+03 3.509131e+03 3.308875e+03
2.221076e+00 6.151557e+03 5.809387e+03 3.548428e+03 3.350330e+03
2.227338e+00 6.150643e+03 5.812306e+03 3.547513e+03 3.353249e+03
2.233628e+00 6.237714e+03 5.899843e+03 3.634584e+03 3.440787e+03
2.239929e+00 6.283935e+03 5.933652e+03 3.680806e+03 3.474596e+03
2.246201e+00 6.356834e+03 5.996395e+03 3.753704e+03 3.537338e+03
2.252481e+00 6.315787e+03 5.941859e+03 3.712658e+03 3.482803e+03
2.258760e+00 6.334997e+03 5.977179e+03 3.731868e+03 3.518123e+03
2.265038e+00 6.366238e+03 6.031298e+03 3.763109e+03 3.572241e+03
2.271304e+00 6.380490e+03 6.040556e+03 3.777360e+03 3.581500e+03
2.277590e+00 6.366557e+03 6.023336e+03 3.763427e+03 3.564280e+03
2.283898e+00 6.385431e+03 6.054114e+03 3.782302e+03 3.595058e+03
2.290170e+00 6.468563e+03 6.125633e+03 3.865433e+03 3.666576e+03
2.296454e+00 6.522999e+03 6.140915e+03 3.919870e+03 3.681859e+03
2.302754e+00 6.541968e+03 6.138383e+03 3.938838e+03 3.679326e+03
2.309033e+00 6.522828e+03 6.194530e+03 3.919699e+03 3.735473e+03
2.315307e+00 6.581486e+03 6.207449e+03 3.978356e+03 3.748392e+03
2.321585e+00 6.672322e+03 6.282798e+03 4.069193e+03 3.823741e+03
2.327876e+00 6.694149e+03 6.294043e+03 4.091020e+03 3.834986e+03
2.334155e+00 6.746317e+03 6.371747e+03 4.143187e+03 3.912690e+03
2.340419e+00 6.815545e+03 6.482028e+03 4.212416e+03 4.022971e+03
2.346707e+00 6.833310e+03 6.469460e+03 4.230180e+03 4.010404e+03
2.353003e+00 6.897854e+03 6.505050e+03 4.294724e+03 4.045993e+03
2.359290e+00 6.878640e+03 6.514547e+03 4.275511e+03 4.055490e+03
2.365554e+00 6.972902e+03 6.578393e+03 4.369773e+03 4.119337e+03
2.371826e+00 7.069698e+03 6.667530e+03 4.466569e+03 4.208473e+03
2.378141e+00 7.067768e+03 6.728490e+03 4.464639e+03 4.269433e+03
2.384428e+00 7.140557e+03 6.744341e+03 4.537427e+03 4.285285e+03
2.390693e+00 7.208463e+03 6.823318e+03 4.605333e+03 4.364261e+03
2.396988e+00 7.243207e+03 6.911683e+03 4.640078e+03 4.452627e+03
2.403304e+00 7.369325e+03 6.978354e+03 4.766195e+03 4.519297e+03
2.409573e+00 7.486852e+03 7.048946e+03 4.883723e+03 4.589889e+03
2.415831e+00 7.439480e+03 7.024017e+03 4.836351e+03 4.564960e+03
2.422144e+00 7.609333e+03 7.143288e+03 5.006204e+03 4.684231e+03
2.428430e+00 7.678676e+03 7.257792e+03 5.075547e+03 4.798736e+03
2.434678e+00 7.768046e+03 7.373942e+03 5.164916e+03 4.914885e+03
2.440970e+00 7.835417e+03 7.431244e+03 5.232288e+03 4.972188e+03
2.447299e+00 7.906823e+03 7.506552e+03 5.303694e+03 5.047495e+03
2.453569e+00 8.023977e+03 7.586012e+03 5.420847e+03 5.126955e+03
2.459800e+00 8.178771e+03 7.692480e+03 5.575642e+03 5.233424e+03
2.466109e+00 8.240345e+03 7.754052e+03 5.637215e+03 5.294996e+03
2.472414e+00 8.247760e+03 7.863389e+03 5.644631e+03 5.404333e+03
2.478664e+00 8.414534e+03 8.026107e+03 5.811405e+03 5.567051e+03
2.484934e+00 8.472481e+03 8.066664e+03 5.869352e+03 5.607608e+03
2.491243e+00 8.644519e+03 8.190807e+03 6.041390e+03 5.731751e+03
2.497555e+00 8.798330e+03 8.312858e+03 6.195200e+03 5.853802e+03
2.503804e+00 8.905245e+03 8.437821e+03 6.302116e+03 5.978764e+03
2.510050e+00 9.005914e+03 8.436628e+03 6.402784e+03 5.977571e+03
2.516388e+00 9.037915e+03 8.643227e+03 6.434786e+03 6.184170e+03
2.522697e+00 9.282967e+03 8.840915e+03 6.679837e+03 6.381859e+03
2.528912e+00 9.347340e+03 8.922321e+03 6.744211e+03 6.463264e+03
2.535195e+00 9.604622e+03 9.035268e+03 7.001492e+03 6.576211e+03
2.541553e+00 9.777414e+03 9.183896e+03 7.174285e+03 6.724839e+03
2.547834e+00 9.907575e+03 9.359400e+03 7.304446e+03 6.900343e+03
2.554028e+00 9.843431e+03 9.337506e+03 7.240301e+03 6.878450e+03
2.560336e+00 9.959394e+03 9.496584e+03 7.356265e+03 7.037527e+03
2.566724e+00 1.024921e+04 9.635112e+03 7.646079e+03 7.176055e+03
2.572948e+00 1.029384e+04 9.827632e+03 7.690713e+03 7.368576e+03
2.579113e+00 1.051806e+04 9.988657e+03 7.914927e+03 7.529600e+03
2.585475e+00 1.070673e+04 1.015468e+04 8.103603e+03 7.695619e+03
2.591850e+00 1.098649e+04 1.034367e+04 8.383361e+03 7.884612e+03
2.598059e+00 1.104384e+04 1.059548e+04 8.440714e+03 8.136423e+03
2.604297e+00 1.126514e+04 1.073417e+04 8.662009e+03 8.275108e+03
2.610674e+00 1.159528e+04 1.113181e+04 8.992154e+03 8.672757e+03
2.616933e+00 1.160186e+04 1.093942e+04 8.998727e+03 8.480364e+03
2.623009e+00 1.202708e+04 1.144659e+04 9.423947e+03 8.987530e+03
2.629398e+00 1.240617e+04 1.168695e+04 9.803041e+03 9.227891e+03
2.635911e+00 1.249284e+04 1.165735e+04 9.889715e+03 9.198293e+03
2.642030e+00 1.261465e+04 1.168718e+04 1.001152e+04 9.228120e+03
2.648040e+00 1.293141e+04 1.212641e+04 1.032828e+04 9.667350e+03
2.654541e+00 1.312422e+04 1.254435e+04 1.052109e+04 1.008530e+04
2.661180e+00 1.333123e+04 1.256047e+04 1.072810e+04 1.010141e+04
2.667195e+00 1.381648e+04 1.275215e+04 1.121335e+04 1.029309e+04
2.673091e+00 1.398882e+04 1.352770e+04 1.138569e+04 1.106864e+04
2.679732e+00 1.391272e+04 1.354554e+04 1.130959e+04 1.108649e+04
2.686467e+00 1.453568e+04 1.378025e+04 1.193255e+04 1.132120e+04
2.692198e+00 1.467767e+04 1.421812e+04 1.207454e+04 1.175906e+04
2.697965e+00 1.527101e+04 1.453411e+04 1.266788e+04 1.207505e+04
2.704892e+00 1.554835e+04 1.481059e+04 1.294522e+04 1.235154e+04
2.711820e+00 1.551551e+04 1.458382e+04 1.291238e+04 1.212476e+04
2.717098e+00 1.704406e+04 1.659388e+04 1.444093e+04 1.413483e+04
2.722786e+00 1.693933e+04 1.586755e+04 1.433620e+04 1.340849e+04
2.729948e+00 1.736810e+04 1.616249e+04 1.476497e+04 1.370343e+04
2.737065e+00 1.758438e+04 1.699068e+04 1.498126e+04 1.453162e+04
2.742488e+00 1.872398e+04 1.900333e+04 1.612085e+04 1.654427e+04
2.747873e+00 1.843526e+04 1.727301e+04 1.583213e+04 1.481395e+04
2.755043e+00 1.851024e+04 1.810687e+04 1.590711e+04 1.564782e+04
2.762199e+00 1.893749e+04 1.853984e+04 1.633436e+04 1.608078e+04
2.767893e+00 2.371640e+04 1.767713e+04 2.111327e+04 1.521807e+04
2.772832e+00 2.033242e+04 1.577978e+04 1.772929e+04 1.332073e+04
2.779656e+00 2.885605e+04 2.096227e+04 2.625292e+04 1.850322e+04
2.785996e+00 1.769268e+02 5.532515e+02 -2.426203e+03 -1.905805e+03
